MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160802,MA,0.59,99.41,91.81,62.06,0.00,0.00,2016-08-02,2016-08-08,1
20160726,MA,0.59,99.41,74.52,39.97,0.00,0.00,2016-07-26,2016-08-01,1
20160719,MA,0.59,99.41,74.52,33.97,0.00,0.00,2016-07-19,2016-07-25,1
20160712,MA,0.59,99.41,61.69,33.97,0.00,0.00,2016-07-12,2016-07-18,1
20160705,MA,0.59,99.41,55.30,29.88,0.00,0.00,2016-07-05,2016-07-11,1
20160628,MA,3.53,96.47,39.12,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,MA,6.26,93.74,25.59,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,MA,20.02,79.98,13.52,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,MA,38.77,61.23,13.52,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,MA,56.96,43.04,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,MA,56.96,43.04,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,MA,56.96,43.04,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,MA,62.11,37.89,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,MA,80.11,19.89,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,MA,79.19,20.81,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,MA,79.19,20.81,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,MA,79.19,20.81,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,MA,43.09,56.91,20.84,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,MA,34.67,65.33,20.84,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,MA,34.67,65.33,20.84,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,MA,34.67,65.33,20.84,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,MA,34.53,65.47,20.84,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,MA,22.00,78.00,26.60,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,MA,22.00,78.00,26.60,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,MA,22.56,77.44,26.60,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,MA,22.56,77.44,26.60,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,MA,22.56,77.44,26.60,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,MA,22.56,77.44,23.81,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,MA,29.00,71.00,23.81,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,MA,29.00,71.00,23.81,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,MA,29.00,71.00,23.81,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,MA,22.56,77.44,23.81,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,MA,22.56,77.44,23.81,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,MA,22.56,77.44,23.81,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,MA,22.56,77.44,23.81,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,MA,22.56,77.44,13.95,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,MA,22.56,77.44,13.95,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,MA,22.56,77.44,13.95,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,MA,13.02,86.98,30.68,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,MA,14.66,85.34,2.16,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,MA,34.89,65.11,0.23,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,MA,34.89,65.11,0.19,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,MA,49.35,50.65,0.19,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,MA,71.36,28.64,0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,MA,71.36,28.64,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,MA,71.36,28.64,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,MA,79.14,20.86,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,MA,87.88,12.12,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,MA,87.88,12.12,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,MA,87.88,12.12,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,MA,51.38,48.62,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,MA,0.00,100.00,10.97,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,MA,0.00,100.00,58.28,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,MA,0.00,100.00,71.82,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,MA,0.00,100.00,71.82,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,MA,0.00,100.00,71.82,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,MA,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,MA,0.00,100.00,100.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,MA,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,MA,29.11,70.89,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,MA,99.92,0.08,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,MA,95.67,4.33,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,MA,92.88,7.12,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,MA,92.88,7.12,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,MA,98.46,1.54,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,MA,99.33,0.67,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,MA,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,MA,99.39,0.61,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,MA,89.73,10.27,0.12,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,MA,82.57,17.43,0.12,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,MA,82.57,17.43,0.12,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,MA,82.57,17.43,0.12,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,MA,82.57,17.43,0.12,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,MA,67.57,32.43,0.12,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,MA,0.01,99.99,26.28,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,MA,0.01,99.99,26.28,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,MA,33.15,66.85,26.53,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,MA,33.15,66.85,26.53,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140923,MA,39.46,60.54,26.80,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140916,MA,59.15,40.85,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140909,MA,63.28,36.72,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140902,MA,67.29,32.71,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140826,MA,67.29,32.71,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140819,MA,67.29,32.71,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140812,MA,55.67,44.33,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,MA,55.67,44.33,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,MA,70.24,29.76,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,MA,70.24,29.76,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,MA,68.71,31.29,0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,MA,70.93,29.07,0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,MA,59.36,40.64,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,MA,81.31,18.69,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,MA,84.79,15.21,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,MA,84.79,15.21,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,MA,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,MA,90.79,9.21,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,MA,90.79,9.21,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,MA,90.79,9.21,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140304,MA,90.79,9.21,0.00,0.00,0.00,0.00,2014-03-04,2014-03-10,1
20140225,MA,90.79,9.21,0.00,0.00,0.00,0.00,2014-02-25,2014-03-03,1
20140218,MA,65.73,34.27,0.00,0.00,0.00,0.00,2014-02-18,2014-02-24,1
20140211,MA,47.74,52.26,0.00,0.00,0.00,0.00,2014-02-11,2014-02-17,1
20140204,MA,53.65,46.35,0.00,0.00,0.00,0.00,2014-02-04,2014-02-10,1
20140128,MA,53.65,46.35,0.00,0.00,0.00,0.00,2014-01-28,2014-02-03,1
20140121,MA,53.65,46.35,0.00,0.00,0.00,0.00,2014-01-21,2014-01-27,1
20140114,MA,9.89,90.11,24.46,0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,MA,0.01,99.99,53.70,0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,MA,0.00,100.00,53.70,0.00,0.00,0.00,2013-12-31,2014-01-06,1
20131224,MA,0.00,100.00,60.11,0.00,0.00,0.00,2013-12-24,2013-12-30,1
20131217,MA,0.00,100.00,60.11,0.00,0.00,0.00,2013-12-17,2013-12-23,1
20131210,MA,4.10,95.90,60.11,0.00,0.00,0.00,2013-12-10,2013-12-16,1
20131203,MA,4.10,95.90,60.11,0.00,0.00,0.00,2013-12-03,2013-12-09,1
20131126,MA,0.08,99.92,60.11,0.00,0.00,0.00,2013-11-26,2013-12-02,1
20131119,MA,0.08,99.92,60.11,0.00,0.00,0.00,2013-11-19,2013-11-25,1
20131112,MA,10.64,89.36,56.21,0.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,MA,28.87,71.13,44.22,0.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,MA,28.58,71.42,44.22,0.00,0.00,0.00,2013-10-29,2013-11-04,1
20131022,MA,45.11,54.89,0.00,0.00,0.00,0.00,2013-10-22,2013-10-28,1
20131015,MA,45.11,54.89,0.00,0.00,0.00,0.00,2013-10-15,2013-10-21,1
20131008,MA,64.36,35.64,0.00,0.00,0.00,0.00,2013-10-08,2013-10-14,1
20131001,MA,64.36,35.64,0.00,0.00,0.00,0.00,2013-10-01,2013-10-07,1
20130924,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-24,2013-09-30,1
20130917,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-17,2013-09-23,1
20130910,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-10,2013-09-16,1
20130903,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-03,2013-09-09,1
20130827,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-27,2013-09-02,1
20130820,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,MA,45.66,54.34,1.46,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,MA,20.29,79.71,1.46,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,MA,5.59,94.41,45.36,0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,MA,12.03,87.97,45.36,0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,MA,12.02,87.98,45.36,0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,MA,29.46,70.54,0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-15,2013-01-21,1
20130108,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-08,2013-01-14,1
20130101,MA,100.00,0.00,0.00,0.00,0.00,0.00,2013-01-01,2013-01-07,1
20121225,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121218,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-18,2012-12-24,1
20121211,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-11,2012-12-17,1
20121204,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-12-04,2012-12-10,1
20121127,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,MA,1.68,98.32,0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,MA,1.37,98.63,0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,MA,1.37,98.63,0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,MA,1.43,98.57,19.24,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,MA,1.15,98.85,19.24,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,MA,0.11,99.89,52.45,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,MA,0.10,99.90,52.45,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,MA,0.10,99.90,52.45,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,MA,0.10,99.90,52.45,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,MA,1.94,98.06,28.87,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,MA,58.01,41.99,0.00,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,MA,75.69,24.31,0.00,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,MA,75.69,24.31,0.00,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,MA,75.69,24.31,0.00,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,MA,75.69,24.31,0.00,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,MA,75.69,24.31,0.00,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,MA,8.25,91.75,24.39,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,MA,8.25,91.75,25.66,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,MA,7.58,92.42,55.47,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,MA,0.00,100.00,84.20,32.10,0.00,0.00,2012-05-08,2012-05-14,1
20120501,MA,0.00,100.00,84.20,32.10,0.00,0.00,2012-05-01,2012-05-07,1
20120424,MA,0.00,100.00,84.20,32.10,0.00,0.00,2012-04-24,2012-04-30,1
20120417,MA,0.00,100.00,95.93,51.49,0.00,0.00,2012-04-17,2012-04-23,1
20120410,MA,0.00,100.00,95.93,51.49,0.00,0.00,2012-04-10,2012-04-16,1
20120403,MA,0.00,100.00,87.06,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,MA,6.78,93.22,33.90,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,MA,11.17,88.83,18.23,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,MA,34.41,65.59,0.00,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,MA,87.87,12.13,0.00,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,MA,87.87,12.13,0.00,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,MA,87.87,12.13,0.00,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,MA,87.87,12.13,0.00,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,MA,100.00,0.00,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,MA,99.93,0.07,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,MA,99.93,0.07,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,MA,100.00,0.00,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,MA,100.00,0.00,0.00,0.00,0.00,0.00,2010-12-07,2010-12-13,1
