MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20260505,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-05-05,2026-05-11,1
20260428,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-28,2026-05-04,1
20260421,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-21,2026-04-27,1
20260414,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-14,2026-04-20,1
20260407,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-04-07,2026-04-13,1
20260331,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-31,2026-04-06,1
20260324,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-24,2026-03-30,1
20260317,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-17,2026-03-23,1
20260310,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-10,2026-03-16,1
20260303,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-03-03,2026-03-09,1
20260224,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-24,2026-03-02,1
20260217,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-17,2026-02-23,1
20260210,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-10,2026-02-16,1
20260203,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-02-03,2026-02-09,1
20260127,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-01-27,2026-02-02,1
20260120,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2026-01-20,2026-01-26,1
20260113,25001,Barnstable County,MA,0.00,100.00,99.97,0.00,0.00,0.00,2026-01-13,2026-01-19,1
20260106,25001,Barnstable County,MA,0.00,100.00,45.22,0.00,0.00,0.00,2026-01-06,2026-01-12,1
20251230,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-12-30,2026-01-05,1
20251223,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-12-23,2025-12-29,1
20251216,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-12-16,2025-12-22,1
20251209,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-12-09,2025-12-15,1
20251202,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-12-02,2025-12-08,1
20251125,25001,Barnstable County,MA,25.41,74.59,45.22,0.00,0.00,0.00,2025-11-25,2025-12-01,1
20251118,25001,Barnstable County,MA,38.63,61.37,45.22,0.00,0.00,0.00,2025-11-18,2025-11-24,1
20251111,25001,Barnstable County,MA,18.91,81.09,45.22,0.00,0.00,0.00,2025-11-11,2025-11-17,1
20251104,25001,Barnstable County,MA,18.91,81.09,45.22,0.00,0.00,0.00,2025-11-04,2025-11-10,1
20251028,25001,Barnstable County,MA,18.91,81.09,45.22,0.00,0.00,0.00,2025-10-28,2025-11-03,1
20251021,25001,Barnstable County,MA,18.91,81.09,45.22,0.00,0.00,0.00,2025-10-21,2025-10-27,1
20251014,25001,Barnstable County,MA,11.40,88.60,45.22,0.00,0.00,0.00,2025-10-14,2025-10-20,1
20251007,25001,Barnstable County,MA,0.00,100.00,88.04,42.04,0.00,0.00,2025-10-07,2025-10-13,1
20250930,25001,Barnstable County,MA,0.00,100.00,88.04,41.96,0.00,0.00,2025-09-30,2025-10-06,1
20250923,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-09-23,2025-09-29,1
20250916,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-09-16,2025-09-22,1
20250909,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-09-09,2025-09-15,1
20250902,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-09-02,2025-09-08,1
20250826,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-08-26,2025-09-01,1
20250819,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-08-19,2025-08-25,1
20250812,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-08-12,2025-08-18,1
20250805,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-08-05,2025-08-11,1
20250729,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-07-29,2025-08-04,1
20250722,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-07-22,2025-07-28,1
20250715,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-07-15,2025-07-21,1
20250708,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-07-08,2025-07-14,1
20250701,25001,Barnstable County,MA,0.00,100.00,88.04,0.00,0.00,0.00,2025-07-01,2025-07-07,1
20250624,25001,Barnstable County,MA,0.00,100.00,60.59,0.00,0.00,0.00,2025-06-24,2025-06-30,1
20250617,25001,Barnstable County,MA,0.00,100.00,60.59,0.00,0.00,0.00,2025-06-17,2025-06-23,1
20250610,25001,Barnstable County,MA,0.00,100.00,60.59,0.00,0.00,0.00,2025-06-10,2025-06-16,1
20250603,25001,Barnstable County,MA,0.00,100.00,60.59,0.00,0.00,0.00,2025-06-03,2025-06-09,1
20250527,25001,Barnstable County,MA,0.00,100.00,60.59,0.00,0.00,0.00,2025-05-27,2025-06-02,1
20250520,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-05-20,2025-05-26,1
20250513,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-05-13,2025-05-19,1
20250506,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-05-06,2025-05-12,1
20250429,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-04-29,2025-05-05,1
20250422,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-04-22,2025-04-28,1
20250415,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-04-15,2025-04-21,1
20250408,25001,Barnstable County,MA,0.00,100.00,99.14,0.00,0.00,0.00,2025-04-08,2025-04-14,1
20250401,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-04-01,2025-04-07,1
20250325,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-03-25,2025-03-31,1
20250318,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-03-18,2025-03-24,1
20250311,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-03-11,2025-03-17,1
20250304,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-03-04,2025-03-10,1
20250225,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-02-25,2025-03-03,1
20250218,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-02-18,2025-02-24,1
20250211,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-02-11,2025-02-17,1
20250204,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-02-04,2025-02-10,1
20250128,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-01-28,2025-02-03,1
20250121,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-01-21,2025-01-27,1
20250114,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-01-14,2025-01-20,1
20250107,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2025-01-07,2025-01-13,1
20241231,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-31,2025-01-06,1
20241224,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-24,2024-12-30,1
20241217,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-17,2024-12-23,1
20241210,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-10,2024-12-16,1
20241203,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-12-03,2024-12-09,1
20241126,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-11-26,2024-12-02,1
20241119,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-11-19,2024-11-25,1
20241112,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-11-12,2024-11-18,1
20241105,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2024-11-05,2024-11-11,1
20241029,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-10-29,2024-11-04,1
20241022,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-10-22,2024-10-28,1
20241015,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-10-15,2024-10-21,1
20241008,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-10-08,2024-10-14,1
20241001,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-10-01,2024-10-07,1
20240924,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-09-24,2024-09-30,1
20240917,25001,Barnstable County,MA,37.28,62.72,0.00,0.00,0.00,0.00,2024-09-17,2024-09-23,1
20240910,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-09-10,2024-09-16,1
20240903,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-18,2024-06-24,1
20240611,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-11,2024-06-17,1
20240604,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-06-04,2024-06-10,1
20240528,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-28,2024-06-03,1
20240521,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-21,2024-05-27,1
20240514,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-14,2024-05-20,1
20240507,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-05-07,2024-05-13,1
20240430,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-30,2024-05-06,1
20240423,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-23,2024-04-29,1
20240416,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-16,2024-04-22,1
20240409,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-09,2024-04-15,1
20240402,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-04-02,2024-04-08,1
20240326,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-26,2024-04-01,1
20240319,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-19,2024-03-25,1
20240312,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-12,2024-03-18,1
20240305,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
20240227,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
20240220,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
20240213,25001,Barnstable County,MA,64.88,35.12,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
20240206,25001,Barnstable County,MA,64.88,35.12,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
20240130,25001,Barnstable County,MA,64.88,35.12,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
20240123,25001,Barnstable County,MA,64.88,35.12,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
20240116,25001,Barnstable County,MA,64.88,35.12,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
20240109,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
20240102,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
20231226,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
20231219,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
20231212,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
20231205,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
20231128,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
20231121,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
20231114,25001,Barnstable County,MA,49.28,50.72,0.00,0.00,0.00,0.00,2023-11-14,2023-11-20,1
20231107,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-07,2023-11-13,1
20231031,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
20231024,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
20231017,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
20231010,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
20231003,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
20230926,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
20230919,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
20230912,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
20230905,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
20230829,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,25001,Barnstable County,MA,52.12,47.88,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,25001,Barnstable County,MA,34.44,65.56,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,25001,Barnstable County,MA,34.44,65.56,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
20230606,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
20230530,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
20230523,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
20230516,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-05-16,2023-05-22,1
20230509,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-05-09,2023-05-15,1
20230502,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-05-02,2023-05-08,1
20230425,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,25001,Barnstable County,MA,10.09,89.91,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,25001,Barnstable County,MA,10.09,89.91,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,25001,Barnstable County,MA,0.05,99.95,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,25001,Barnstable County,MA,0.05,99.95,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,25001,Barnstable County,MA,0.79,99.21,0.00,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,25001,Barnstable County,MA,0.75,99.25,0.00,0.00,0.00,0.00,2022-12-13,2022-12-19,1
20221206,25001,Barnstable County,MA,0.75,99.25,0.00,0.00,0.00,0.00,2022-12-06,2022-12-12,1
20221129,25001,Barnstable County,MA,0.75,99.25,0.00,0.00,0.00,0.00,2022-11-29,2022-12-05,1
20221122,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-22,2022-11-28,1
20221115,25001,Barnstable County,MA,40.76,59.24,0.00,0.00,0.00,0.00,2022-11-15,2022-11-21,1
20221108,25001,Barnstable County,MA,40.76,59.24,0.00,0.00,0.00,0.00,2022-11-08,2022-11-14,1
20221101,25001,Barnstable County,MA,40.76,59.24,0.00,0.00,0.00,0.00,2022-11-01,2022-11-07,1
20221025,25001,Barnstable County,MA,30.62,69.38,55.13,0.00,0.00,0.00,2022-10-25,2022-10-31,1
20221018,25001,Barnstable County,MA,0.00,100.00,55.13,0.00,0.00,0.00,2022-10-18,2022-10-24,1
20221011,25001,Barnstable County,MA,0.00,100.00,100.00,55.13,0.00,0.00,2022-10-11,2022-10-17,1
20221004,25001,Barnstable County,MA,0.00,100.00,100.00,55.13,0.00,0.00,2022-10-04,2022-10-10,1
20220927,25001,Barnstable County,MA,0.00,100.00,100.00,55.13,0.00,0.00,2022-09-27,2022-10-03,1
20220920,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2022-09-20,2022-09-26,1
20220913,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,10.49,0.00,2022-09-13,2022-09-19,1
20220906,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,10.49,0.00,2022-09-06,2022-09-12,1
20220830,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,10.49,0.00,2022-08-30,2022-09-05,1
20220823,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,10.49,0.00,2022-08-23,2022-08-29,1
20220816,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,10.49,0.00,2022-08-16,2022-08-22,1
20220809,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,11.61,0.00,2022-08-09,2022-08-15,1
20220802,25001,Barnstable County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2022-07-26,2022-08-01,1
20220719,25001,Barnstable County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2022-07-19,2022-07-25,1
20220712,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-12,2022-07-18,1
20220705,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,25001,Barnstable County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220405,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220329,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220322,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220315,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220308,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211214,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211207,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211130,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211123,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,25001,Barnstable County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,25001,Barnstable County,MA,94.10,5.90,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,25001,Barnstable County,MA,81.24,18.76,5.81,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,25001,Barnstable County,MA,81.24,18.76,5.81,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,25001,Barnstable County,MA,71.39,28.61,20.31,0.00,0.00,0.00,2021-09-07,2021-09-13,1
